text,rating
My wife and I stayed here for one night during our visit to Morocco and had a wonderful stay. The staff immediately made you feel at home and the room was spacious and charming. The food served was very nice and the goat cheese in particular was something special. It’s a charming kasbah and very comfortable. I would highly recommend it. ,5.0
"We had a perfect stay at Kasbah Ait Ben Damiette. The guesthouse is run by a charming and kind French couple, Colette and Yannick. They were very warm and welcoming and they put a lot of thought into the running of this superb guesthouse. The room was spacious, clean, and comfortable. Dinner and breakfast were delicious and thoughtfully prepared and presented. Much of the produce comes from their garden. We had a lovely stay thanks to Colette, Yannick, and their wonderful team. Thank you et à bientôt!",5.0
"This was an amazing riad! Great service! We arrived in the evening of our first night in Morocco, after having been driven by our guide from Marrakech Airport across the Tizi n Tichka High Atlas Mountain Pass. It’s very conveniently located near Ouarzazate and Aït Benhaddou. Very friendly French couple and son run the riad, and the other staff are fantastic. Despite the fact that there was a truck strike and no trucks were delivering, a member of the staff drove 5 km before dawn just to buy oranges for our fresh orange juice in the morning. Food is amazing! Great quality, healthy and guaranteed hygiene and food safety. Rooms are extremely clean and so is the riad. Our guide phoned ahead with our estimated arrival time, which meant that our dinner was timed to be ready for us the…",5.0
"We stay with my husband for 1 night, but it was amazing, the staff was super nice and the owners are very friendly and kindly people.  We recommend it 100%  Its in the way if you are on route to desert. ",5.0
"Arriving at this tranquil oasis after a long drive from the Sahara desert was perfect. Greeted by the family upon arrival and their attentiveness was like nowhere else we have stayed. Dinner was excellent and we even ended the night with a bottle of wine, staring at the stars on private balcony. Breakfast was filling and tradtional with a french twist, just wish we could have had more time to enjoy this wonderful place.",5.0
"The pictures will show you that the rooms are spotlessly clean and lovely and that the grounds very beautiful and include a pool and many areas to lounge.  What the pictures won't tell you is that the owners are a Moroccan-French family of unparalleled kindness and hospitality, who clearly do all they can to make you feel welcomed and happy with your stay.    We had a lovely meal by candlelight on the terrace.  Only downside:  wifi available only in some places on the ground floor.  Wish we could have stayed longer!",5.0
"After a long day of driving in the heat, we were welcomed by a French-Morrocan family to this lovely and surprisingly lush hotel in the middle of the desert.  I confess that the approach was less than auspicious, but when we drove through the gate, it was as if the heat and dust and harshness melted away.  The photos in TripAdvisor, while accurate, do not really capture how charming this place is (they really should have a professional take the photos for their website).  The pool is a welcome relaxation, as is the rooftop terrace, where we were served complimentary tea and biscuits.  The food was well prepared and near restaurant quality.  And served by candlelight in the intimate courtyard surrounded by lemon (?), fig and palm trees.    All-in-all, it was a wonderful stay. …",5.0
"We stayed here for one night on the way to Marrakech having come from the desert. The Kasbah is wonderful, the rooms are large with a big comfy bed, and the property is decorated beautifully. There’s a pool although we didn’t use it. We also had dinner and wine - the service was excellent as was the food. No WiFi reception in our room though. ",5.0
Great place to stop on way to the desert. The family that runs the place is wonderful. Nice food and super clean luxury rooms.We had a nice conversation about there history from Breton to Morocco.  Nice pool!,5.0
"When the whole family and staff greet you upon your arrival you know you are in for a treat!  This kasbah knows how to do the extra touches to make your stay memorable. The entrance with a rose garden and fruit trees hides quiet areas for sitting and relaxing. The front facade lit up at night is a sight to behold.  There are many nooks and places in this riad to sit, eat and watch the ever attentive staff go about their duties.  Madam Colette is a magnificent chef and prepares all the meals. We were lucky enough to stay for 2 nights and enjoyed her 4 course dinners.  She readily catered for a vegetarian. Breakfasts were sublime and you can choose where you want to eat and at what time.  The rooms are comfortable and very quiet as this riad is away from the town centre.   The…",5.0
"The staff was very nice.  The dinner was great.  Very tasty.  The pool was nice (very cold and refreshing!)  Our bed was small with a thin mattress and the shower flooded, so that's why it's four not five stars.",4.0
Highly recommended for a nice stop on your way from the desert to Marrakech. Friendly staff and comfortable rooms. The pool is nice to sit by and swim in. There is also a ping pong table! We throughly enjoyed our visit ,5.0
"Truly an oasis, run by a lovely French family. The gardens and pool were so beautiful I felt myself to be in a retreat for the rich and famous. Beautifully presented French/Moroccon breakfast on garden terrace. Yes ",5.0
"The Kasbah was such a relief after a long and hot road trip from Marrakech. The owners and staff were wonderful. Food, rooms and the pool were great too! We were offered Moroccan wine (Awesome!)- unexpected but appreciated during dinner.",5.0
"I would definitely stay at Kasbah Ait Ben Damiette again and hope to do so soon.  It was a beautiful property with gorgeous views of the oasis from the rooftop.  It was clean, had a great pool and the food was excellent.  Staff was incredibly attentive.  Overall, it was a special treat between the desert and Marrakech.  I would highly recommend stopping over and staying at this property.  ",5.0
"The highlight of our stay at this lovely Kasbah was the restaurant.  The meal was truly delicious - Moroccan with a touch of French.  The plates were so attractive  that I spent a lot of my time in Marrakech trying to find them.  The Kasbah has a charming garden as you enter and a nice pool.  The room was spacious and comfortable.  The view from the terrace of the mountains was spectacular, especially at sunset. The legend is that this region used to have a thousand Kasbahs, most of them now in ruins.  It was fascinating learning about the owner's history and how his family recreated this beautiful Kasbah.",5.0
"The kasbah and surrounding area was beautiful!  Everyone -- owners and staff -- was incredibly friendly and nice.  They greeted us upon arrival, took great care of us during our stay, and generally treated us like one of the family.  The food was delicious with Collette's homemade jam one of the highlights of our entire trip!  Overall it was the perfect place to relax and soak in the beauty of Morocco.",5.0
"We stayed for one night in the Riad as part of a package on our Fes-Marrakech tour, and our expectations were surpassed! The Riad was very nice, with lovely decor and a nice clean fresh vibe. The facilities were great with a large pool to relax at, as well as a high quality of service and lovely meals. We especially liked the food, and would go as far as to say the dinner was one of our favourites during our time in Morocco. Would recommend staying here as part of a tour as it made the trip more enjoyable.",5.0
"Stayed one night booked through a tour (Marrakech, to Sahara and Fes) and had an amazing experience. Beautiful & clean, delicious food, and warm & friendly owners and staff. Only wished I had had more time to enjoy the pool. Perfect to relax and unwind.   Rooms: Incredible spacious and comfortable, excellent water pressure! Food: Our tour included dinner and breakfast. Both were home made Moroccan - French and everything we had was a lot of food and super tasty.  Service: Exceptional and super friendly.",5.0
Great accommodation where one can enjoy some time to relax and un-wind. The place is made even better with the hospitality being offered by all including the owners themselves :)  A great place that is highly suggested,5.0
"We had a wonderful stay at Kasbah Ait Ben Damiette - thank you for such friendly staff, delicious food and breathtaking views during our one night there. We hope to visit again one day! Highly recommend to anyone passing through Morocco!",5.0
"Enjoyed one night stay on our Morocco Expert tours vacation.  Privately owned by French couple, this fairly new facility (only 10 year old) featured small walled/secure area, beautiful interior courtyard, pool, and personalized service - we felt like royalty! Food including (pre fixe) dinner and buffet breakfast (somewhat customized) was excellent and service was superb.  No fitness facility ( like all our accomodations on our wonderful Morocco Expert tour vacation.  Room, bed, climate control all great.  Highly recommend and hope to get to visit here again!",5.0
We really enjoyed our stay at this wonderful Kasbah in Skoura. We were part of a group tour and a few of us were lucky to have this place chosen for our stay. The rooms are spacious and immaculately clean and very quiet. The shower was heavenly and lots of hot water to spare. You feel like you are welcomed into their home rather than being lost and ignored at some of the larger hotels and Ryads in the area. Our French hosts -- Colette and Yannick were so friendly and accommodating and would regularly check up on us to offer anything or their assistance. The home made French cuisine was wonderful and we had two lovely dinners and amazing breakfasts in the courtyard outside. An added bonus is the rooftop terrace where you can get a good view of surrounding scenery including the…,5.0
"Great location in Skoura, in the World Heritage listed ‘palmeirias’. Hotel is modelled to look like a ‘kasbah’ - Berber fort. Very comfortable accommodation. Food just average - often watered down version of Moroccan food.",4.0
"     Although we booked in advance based on good reviews, we had some doubts as we approached this hotel on the outskirts of central Skoura in what appeared to be a fairly desolate environment.  Make no mistake, this is a great place to stay.  It has several inviting common areas including a very nice pool, well-tended flower gardens, and great indoor and outdoor places to eat.  Delicious breakfasts are included.  Dinner costs extra and is a little pricey, but you would be well-advised to eat dinner here.  The multi-course candle-lit dinners are really good.  Perhaps the greatest asset is the staff who seem to genuinely enjoy trying to be helpful. Our room was clean, comfortable, and spacious.  The shower was great.  It seems to be popular with a lot of folks traveling with…",5.0
"After a long day travelling form the desert finding this wonderful Riad just off the dusty road and hidden amongst the date and olive trees was a fabulous end to yet another adventurous day in Morocco. Our hosts, our room, our meals - the amazing gardens surrounding this beautiful Riad ticked all the boxes - a wonderful surprise and a great place to stay",5.0
"We had a bit of a misunderstanding between our agency- the hotel and us, and even though the hotel was not at fault, they did everything in their power to make our stay as pleasant and comfortable as possible. They were all incredibly gracious and generous.  Aside from that, the food was delicious and the hotel itself beautiful.  Great experience!",5.0
"Lovely oasis Collete and Yakob have built.  Beautiful well maintained little kasbah. They were very inviting and always happy to help. Even though we didn’t speak French or the local language it was never too difficult to communicate what we needed. The hotel itself has authentic architechtire and even a swimming pool which is a rare bonus for the region. The breakfast and dinner was wholesome and they even had alchohol on the menu( again rare in the area). I went for a walk through their local village in the morning, simple rural life and friendly people. Its a family run business and their hospitality was wonderful. They and their efficient staff were very sweet with our two young boys(9 and 5) and even though they didn’t share the same language the warmth spoke for itself.…",5.0
"Great and beautiful place, friendly owners, clean rooms, and a town that has a buzzing and joyful atmosphere. Very decent price fo the rooms, which are simple but clean and comfortable. Definitely recommended.",5.0
"We had not planed on staying at this hotel as out tour was supposed t stop in another town, at another hotel, for the night.  What a wonderful discovery.  this hotel is a hidden reassure.  Incredibly comfortable and clean, wit Colette and Yanick being two outstanding and attentive hosts.  And the meals were superb.  Our family of 5 thoroughly enjoyed our stay here.",5.0
"The hotel was warm, comfortable, and felt very secure. Lovely, comfortable bed and clean facilities. The owners made you feel extremely welcome, and were openly grateful for your visit. Would definitely use this hotel again. ",5.0
"Just one night is enough to want to come back. The Damiettes own this kasbah with a wonderful view over the palm trees. Cuisine was superb and they even adapted my menu to my needs making it totally custom-made. They took care of every detail to make our stay more confortable and even had the time to share with us their experience and their beautiful rose garden! Rooms are big, clean and warm, so we really felt at home. Merci beaucoup!",5.0
"The French hosts of this beautiful kasbah are lovely. They have done a superb job in renovating the kasbah. We had lunch here out in the garden, al fresco, on our way to Ouarzazate. Such a delicious lunch indeed.  And the staff were very lovely. Such a great experience all around. And off the normal tourist route. Definitely a must go to.",5.0
This is a true joy to stay in and have done so many many times.  It is an authentic Berber Kasbah yet has the facilities to make your stay very enjoyable.  Service is excellent and the food is organic and delicious. The best place to stay overnight en route to Merzouga or even just to relax in for a few days.,5.0
"This Kasbah is a diamond in the rough and well worth the travel time it takes to get there. The service was exquisite (you could tell the owners care a lot - and come out to greet you!), the rooms were exceptional (quaint, yet somehow elegant), the views were special, and the floorplan just...special. Unlike any of the riads we stayed at this place is one for the books. ",5.0
"The staff was really kind, helpful, the bedroom with a beautiful marrocan decoration and also very clean, big and confortable. We stayed there for one night and I would definitely recomend it to my friends. ",5.0
"I would highly recommend this Kasba for anyone one that wishes to get the feel of ""old Morocco"" on the road from Sahara to Marrakesh. It is near the old ""caravan road of many kasbas"" it is like being in a movie.  The service of the family that owns this Kasba was friendly and efficient. It was a great surprise on our trip. ",5.0
"I and a friend recently stayed overnight at this property while we were enroute to Merzouga and a desert excursion. I'we booked through Plan It Morocco) The hotel is charming and pretty, seemingly using the traditional techniques used to construct kasbahs, and is set in the middle of beautiful gardens with a pool. The rooms were clean, spacious and comfortable with powerful heating and warm blankets-- which was necessary for this chilly December. The rooms were also equipped with strong, fast and reliable WiFi. Bathrooms were also clean and well kept.  The staff were very welcoming and thoughtful. Dinner and breakfast were good and good value, if not gourmet cuisine. We wish we had had more time to stay and explore the property; it served us well as shelter for the night, but it…",4.0
"The kasbah was great to visit, it is a traditional and historical building,even this kasbah is not famous like Ait Ben Haddou but this one is more traditional. The food was good and the service was amazing especially the owners they are welcoming and amazing in saying good bay they keep waving everybody",5.0
"The ownes are a family from France and are genuinely nice people. They welcomed us into the hotel, offered nice dinner and breakfast, and waved goodbye when we left. The hotel is kasbah style and sits right by an oasis. It’s beautiful and relaxing. Highly recommend!",5.0
"My wife & I had one of our best stays of the trip here. The kasbah itself is beautiful, and the staff was very warm and friendly. The food was top notch as well, with an excellent dinner and breakfast. We wish we could've stayed longer!",5.0
"Kasbah Ait Ben Damiette was a great experience and a great surprise. The family running the place seems to held it as their precious gem, and therefore you can see how well run the place is. From the delicious food and beautiful architecture of the restored kasbah to the welcoming environment in every detail. It was a great way to spend a birthday.",5.0
"This property is fantastic combination of food and accommodations.  Five course dinners were an imaginative fusion of French with Moroccan cuisine.  Comfortable, private room with good air circulation and nice hot shower.  Courtyard and pool areas are quaint with restful seating options, and pool deep and large enough to do some lap swimming.  Exploring the local Valley of the Roses with a guide the hotel helped us find was a great experience -- we walked between fields and along the river getting a real flavor of local village life.  Unconditionally recommend.",5.0
"Comfortable, clean hotel, with a beautiful pool, in the middle of an oasis.  The service was friendly and impeccable, all they want to do is for you to have a great stay.  Food was copious and very good.  Rent a bike to explore the oasis or lounge by the pool to recharge before you continue on your Moroccan trip.",5.0
"This is the Sahara Group Reservation Hotel, very quiet, the environment is very good, the courtyard is full of flowers, backyard also has a pool, 2 floor and 3 floor terrace can view, the room is fully equipped, clean and beautiful, staff service is very good!",5.0
"The property is nice. A garden with cacti, roses and fruit trees is very nicely laid out with fountains . The rooms are nice and clean. We had breakfast and dinner at the property and it was elegantly done.",5.0
"Whether you choose to stay one night or many, this is quite the place!... the gardens, the common spaces, the pool area, as well as the rooms, are fabulous! It is very unique and impeccably clean- this is a  one-of-a-kind accommodation ..the hosts and staff are warm and hospitable and the food that we ordered was delicious! Do not miss it as you are traveling through the area.",5.0
"We enjoyed both the room and the food very much!  Highly recommend this hotel to anyone who will travel to that area.  The friendliness and services are all top of the class. Relax in the beautiful garden with a glass of wine, it's like home away from home.",5.0
"We were very impressed by the food here, perfect sized portions, served to us in the various outdoor eating areas Location was quiet and peaceful...the staff was very attentive. A good respite from the hustle and bustle of Fes and Marrakech ",5.0
"We stayed here one night as part of an Authentic Morocco tour, but  wished we had stayed longer in this beautiful Kashah.  The room was wonderful and the fridge in the room was welcomed.  The grounds and gardens were stunning and the swimming pool - bliss when it is 38 deg celsius.  The dinner and breakast were truely delicious, but so much food, we couldn't eat it all.  Wonderful staff.  One of the best places we stayed at on our trip around Morocco.",5.0
"We stayed in this guesthouse during a 4 day tour from Marrakesh to Fez.  The room was nice and confortable, clean and quiet. Both dinner and breafast were good and the swimming pool was really nice. The staff was friendly and even though we accidentally broke a table's glass in our room, they didn't charge us. Would definitely recommend it.",4.0
"Our stay at Kasbah Ait Ben Damiette was without any doubt our very best experience in Morocco. We visited Tangier, Chefchaouen, Fes, Merzouga, and Marrekesh as well, but we found the most exceptional hospitality, the best meals, and the most beautiful accommodations in Skoura at this lovely riad owned by hosts Colette and her husband. From the moment we arrived after our drive from the Sahara desert, we were greeted with exceptional and impeccable hospitality and service. We truly felt like family being welcomed into a Moroccan home. It was actually raining when we arrived and a staff member came out to greet us in the rain. He carried our things in and then the rain let up and we were able to enjoy the pool and garden area. We enjoyed some beers by the pool and then wandered…",5.0
"Everything was excellent!!  I can't say enough good things about the property!!  It seemed that the owners went out of there way to make us feel welcomed.  The food was excellent, the rooms were clean, and the property was quiet and serene.",5.0
"Great food and wonderful friendly hosts - Colette, her husband, and Hamid were constantly checking in and wanting to make the stay was best as possible. And the pool was just lovely especially after a long drive.  Id stay here again for sure!",5.0
"We travelled during Ramadan. This is not a busy time for travelling, so the Riad was empty, except for us. Talk about luxury!  We had the beautiful pool and pool area entirely to ourselves. We sipped Moroccan mint tea by the pool, had a private dinner in the dining area and private breakfast on the terrace in the morning. The people who worked there were kind, gracious and very welcoming. We had been sitting in vehicles for long hours, so this was the perfect place to break journey and just relax. The only glitch was the wifi was spotty in our room (fine in our daughters'), and the a/c in our room wasn't great. Opening the windows to let in the desert breeze helped a lot. Lovely place!",5.0
"The rooms are nice and the breakfasts are great with many options.  The place is run by a lovely French couple.  The dinners were almost as great as the breakfasts.  Overall a very nice experience and the staff were excellent.  However, we are hugely disappointed because they promised to send us a recipe and it has not happened.  They promised but did not follow through. ",3.0
"We stayed here for one night on the family holiday, the hotel was beautiful and private, staff was very welcoming and couldn't do enough for us. We loved it and would definitely recommend to visit this place!!",5.0
"Kasbah Ait Ben Damiette’s rooftop patio provides a pleasant sunset and sunrise panorama of the Skora Palmerie with the backdrop of High Atlas Mountains. Our room was comfortable with adequate air conditioning. They have a large pool that would have been nice to use, especially after the long drive to get to the Kasbah. However, apparently after a somewhat recent rain, the pool was filthy and unusable. We were disappointed not to be able to use the pool and didn’t find any other activities in the area. The owners were out of the country when we visited, which may have affected staffing. I would not recommend this hotel to a friend.",3.0
"What a wonderful place to stay! Certainly was one of the highlights of my Moroccan trip. The owners, Colette and Yannik were very gracious hosts and their staff very accomodating. It is a beautiful restored kasbah with large comfortable rooms and interesting decor. Great pool area to relax and enjoy the beautiful weather. The owners are french and their cuisine is wonderful. Quite a change from the typical tangines of the country. Breakfasts and dinners were excellent and plentiful. I would highly recommend staying here on your way to Marrakech.",5.0
"We spent two nights here during a recent trip to Morocco. What a wonderful oasis! Though it does feel like you are in the middle of nowhere, that's the beauty - you really don't need anything else! The wonderful hosts were there to greet us and get us settled into our spacious room. Good air conditioning helped keep things cool but there are screens on the windows which helped keep bugs out when we did want to open them. Nice bathroom, though at first the drain for the shower went down very slowly, which they immediately fixed. Gorgeous pool to lounge around along with a nice bottle of Rose. The best part was the food - wonderful change from having tagine every day! The French influence was tasted in every bite. Breakfast and Dinner was amazing! I would recommend this location…",5.0
"This kasbah was one of the highlights of my two-week trip to Morocco.  The owners, Collette and Yannik are wonderful hosts.  You can see their attention to detail in the restored kasbah, its furnishings and decorations.  The food was excellent and a departure from the typical Moroccan fare.  Their use of fresh herbs, vegetables, French-inspired cuisine made dinner an event.  The rooms are large and very comfortable with separate seating areas and high ceilings. Also, the pool area is very pleasant for lounging in the desert heat.",5.0
"This place is so wonderful and serene. You can lounge near the pool, various gardens, quiet common rooms, or even near the bocci/ping pong gaming area. Yannick, Collette, and their lovely staff will make you feel at home. In fact, you will never want to leave. I can't wait to come back!  Note: they do sell wine and beer. Be sure to have cash on hand because at this time, they do not have a credit card reader. There is a bank/atm in town if you need it. ",5.0
"We stayed here as part of a tour through the Atlas Mountains, and it was a lovely surprise how nice it was. The room was absolutely beautiful, with lots of space and light, very clean and extremely comfortable. We ate dinner and breakfast and both were superb meals, a good mix of simple, accomplished cooking and particularly authentic Moroccan touches. We even got to taste a bit of Moroccan wine for the only time in our two-week stay in the country, and it was really good!   On top of this, the kasbah has been built using traditional methods - you can feel the adobe walls, and see that a lot of thought has gone into its design.   Would definitely return, a really lovely place. ",5.0
I can't recommend Kasbah Ait Ben Damiette highly enough.  What a wonderful oasis.  The food was out of this world.  The room was large and beautifully done. Yannick and Collette's hospitality was extraordinary.  ,5.0
"Absolutely amazing. The kasbah is lovely, the food is some of the best you'll have. We enjoyed a lounge by the pool after a long day of hiking. The owners and their staff are present, involved, helpful and truly want you to have a great stay. We smiled our entire stay. Dinner and breakfast were served in the beautiful gardens while we were there. The terrace provides unparalleled views of the palm grove. ",5.0
"We were visiting from Mexico for the first time and had to stop in Skoura, the Kasbah was amazing and the french couple that owns it are so friendly and do their best to make you feel at home, the food was superb also.",5.0
"This kasbah-style hotel was decorated beautifully, and had great food and great service. Well maintained, and a great escape in the desert. In the middle of the desert, it is a lengthy drive from cities.",5.0
"We loved our stay. The staff was wonderful, the rooms were beautiful and comfortable, and the food was delicious and creative. We would definitely stay there again. The pool was lovely, too, but it was a bit too cold outside to swim for long!",5.0
